src_gene,tgt_gene,ratio,name,gw_dist,num_ga,num_gb,ligand,receptor,weight
TGFB3,MAPK12,0.0026628281333461535,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
EGR1,PLCB3,0.048597534475446076,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
PIK3CA,AKT2,0.005161266651230953,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
PLCG1,MAPK8,0.003892781886828412,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
IL1B,AGER,0.001990030151790756,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
STAT5A,MAPK9,0.0029053400153503037,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
NFATC1,PRKCD,0.01926639416019606,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
DIAPH1,RAC1,0.006985300142112256,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
KRAS,STAT1,0.01895164548758488,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
AGT,SELE,0.00015303179352979619,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
AGT,MAPK11,4.013082845768211e-05,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
RAC1,HRAS,0.10058205311105324,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
IL6,MAPK3,0.004878515698068704,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
PIM1,PIK3CA,0.008000805289553891,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
PLCE1,AKT3,0.007215648943570768,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
SMAD4,PIK3CB,0.00502920748702146,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
AKT1,MMP2,0.004674101124723962,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
AGTR1,PIK3CD,0.00024274013787065857,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
PIK3R1,PLCD3,0.006957042011207158,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
PLCB3,PRKCB,0.0007370317110060645,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
VEGFC,PLCD4,0.0007407087844361436,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
FOXO1,EDN1,0.010967982544700172,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
PRKCA,ICAM1,0.0037441120145135644,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
PRKCA,TNF,0.0037973767952538874,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
MAPK13,PLCE1,0.0006199751190954433,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
PLCD3,NOX4,0.0011561433125958586,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
VCAM1,COL1A2,0.0021986758365000574,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
TGFBR2,STAT5B,0.03957733956046944,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
PRKCD,VEGFD,0.0005550624460038452,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
PRKCD,MAPK11,0.00020698796973975527,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
CASP3,CXCL8,0.004522618675368782,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
COL1A2,COL1A1,0.0015003456511313686,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
COL1A2,VEGFA,0.010138760178575821,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
NOS3,SELE,0.00019825866891211524,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
NOS3,AGT,1.4194127599868138e-05,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
NOS3,NOS3,0.0015129962148096724,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
PRKCB,PRKCB,0.0007955049321028485,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
SMAD3,PRKCA,0.005798865953917164,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
STAT3,PIM1,0.02282884090118976,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
CXCL8,BCL2,0.013146756215521192,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
PRKCE,SMAD2,0.002328772293864386,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
PIK3CD,PLCE1,0.0005037099474917037,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
BCL2,F3,0.0024808458413575775,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
RELA,PLCB4,0.0004909271875965557,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
RELA,IL1A,0.003093051524554166,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
RELA,IL6,0.00531808892090561,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
RELA,VCAM1,2.1150908129478462e-05,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
VEGFB,PLCD1,0.0051816582100528965,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
STAT5B,PLCG2,0.004289737060636113,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
HRAS,NRAS,0.01086666395248256,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
SMAD2,SMAD4,0.012526973473528154,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
JUN,SERPINE1,0.13023828679005,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
THBD,PLCG1,0.019724062376730817,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
THBD,AKT1,0.015300458789784489,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
PLCB1,MAPK10,0.0033558544693744795,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
MAPK11,NFKB1,0.002103942334786567,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
PLCD1,THBD,0.0030839632632978413,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
MAPK12,MAPK1,0.0029013796468910793,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
PLCG2,PIK3R3,0.005800850347541568,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
AGER,PIK3CD,0.0005560949470489572,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
NRAS,MAPK14,0.00843800108052688,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
TNF,AGER,0.00019595215828270977,AGE-RAGE signaling pathway in diabetic complications,32778.741837751884,85,89,,,0.8934292896929068
ADIPOR2,PFKFB2,0.003001925083460435,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
IGF1,IGF1R,0.06635597475444133,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
PIK3CB,GYS1,0.0028984555518036244,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
TBC1D1,RAB2A,0.008011208538146155,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
ELAVL1,CCNA2,0.02987967321915998,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
SREBF1,FASN,0.004438318687608129,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
ACACB,CD36,0.0020527263574095086,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
LIPE,RPTOR,0.001376560490352403,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
STRADB,HMGCR,0.003243738986895827,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
RAB10,CRTC2,0.03821333831048698,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
SCD,PFKFB3,0.0020720471538860584,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
PCK2,IGF1,0.0013893480670454472,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
CAB39L,CREB3,0.005342230413792885,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
MLYCD,ACACB,0.003358176386266865,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
TSC2,RHEB,0.007273908539863867,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
EEF2K,EEF2,0.005950694865862647,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
RAB2A,RAB14,0.07622997474497364,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
GYS1,MLYCD,0.0017278448303293865,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
AKT2,ELAVL1,0.007173618399222134,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
PIK3R2,CREB3L3,7.536317416455604e-05,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
PIK3R2,GYS2,5.957233067745789e-05,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
PIK3R2,G6PC1,6.353018327420013e-05,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
RHEB,AKT1S1,0.06620654556279457,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
PRKAG2,CCND1,0.012955325733781699,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
CREB3,PFKFB1,0.0011703949326966458,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
CREB3,PRKAA2,0.014110265257202407,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
RPS6KB1,SCD5,0.007367869814046632,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
CCND1,ADIPOR1,0.05384763816145861,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
CAMKK2,STRADB,0.01049729445882281,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
PRKAB1,SREBF1,0.0054763624474595315,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
HMGCR,EEF2K,0.003700881456221765,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
PFKFB4,IRS4,0.00021120088271912152,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
LEPR,PRKAB1,0.008412490053509879,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
AKT3,AKT1,0.008868636892709938,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
PIK3R3,CCNA1,0.0012962544176876036,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
PIK3R3,CREB5,0.001288168892248165,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
STK11,LEP,0.0041704944546229125,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
CREB1,CREB1,0.012781411280249302,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
RAB14,CAB39,0.02752585074074251,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
PIK3CA,ACACA,0.007224671516614433,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
PFKFB2,SCD,0.00016058213487009975,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
PFKFB2,PPARGC1A,5.057153921737014e-05,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
PRKAB2,ULK1,0.003416246583690693,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
PPARG,PIK3R3,0.008883215433884959,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
PRKAA1,TSC2,0.015002701854573443,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
CD36,RAB11B,0.030079313869958678,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
MAP3K7,PRKAG1,0.008463948639134397,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
CAB39,PDPK1,0.008231141017645103,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
IGF1R,RPS6KB2,0.007475328893353251,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
PDPK1,AKT2,0.0062909386908615635,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
G6PC3,IRS2,0.02131802484648677,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
RPTOR,LIPE,0.0013739224318724912,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
AKT1,TBC1D1,0.006542743776571764,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
CREB3L4,RAB8A,0.0017868527072436827,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
SCD5,PIK3R2,0.0015044453161079138,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
CCNA2,PRKAA1,0.0006174731535545336,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
PIK3R1,PCK2,0.009738373669624463,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
CREB5,CREB3L2,0.015796686785128005,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
CREB3L1,PFKFB4,0.001666114721394282,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
ADIPOR1,ADIPOR2,0.024309554513422777,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
CRTC2,CAB39L,0.003386811595683453,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
PRKAA2,AKT3,0.004795417690091891,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
TSC1,CAMKK2,0.0024756537041821687,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
RAB8A,INSR,0.02847848069687899,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
EEF2,CREB3L4,0.12073062222812735,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
IRS1,TSC1,0.0014554016750504644,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
FASN,MTOR,0.0031516122684808394,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
PFKFB3,PIK3CA,0.0036277499876079624,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
INSR,IRS1,0.008948046378798324,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
PIK3CD,PIK3R1,0.0007050863976211604,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
RPS6KB2,CREB3L1,0.009267189242159968,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
ULK1,LEPR,0.003822659754413202,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
PRKAG1,RPS6KB1,0.013919600395338471,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
CREB3L2,G6PC3,0.01164822688551019,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
RAB11B,RAB10,0.011960448112275738,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
RAB11B,STRADA,0.028120215739208986,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
IRS2,PIK3CB,0.006825210372297585,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
EIF4EBP1,MAP3K7,0.026575794098773732,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
MTOR,PRKAG2,0.003895320389564002,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
AKT1S1,PPARG,0.012147381567466458,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
STRADA,HNF4A,5.5972640250679465e-05,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
STRADA,SLC2A4,0.0008549122941740498,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
ACACA,PIK3CD,0.0020417213702352594,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
ACACA,SLC2A4,0.0011022979125006234,AMPK signaling pathway,11247.241364062678,76,87,,,0.9689209838813033
FARP2,TCF7,0.001919173900626244,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
FYN,SRC,0.008737132558690703,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
WAS,PTPRB,0.00012459281392024254,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
SNAI2,IQGAP1,0.014049992211102551,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
VCL,CDH1,0.009070314700968573,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
CTNNA1,MAPK3,0.026717783730272893,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
RHOA,RHOA,0.058473141696431266,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
CSNK2A2,PTPRM,0.004497879836148628,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
CDC42,RAC1,0.053117642448907404,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
ACTN1,LMO7,0.05361537114456914,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
ACTB,ACTN4,0.16287680241610303,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
FGFR1,TCF7L2,0.002373537510943877,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
FGFR1,CSNK2A3,0.006015785208602451,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
TCF7,NECTIN4,0.001515238418920693,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
NLK,ERBB2,0.0009542188203076879,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
SORBS1,SNAI1,0.0007787774325680023,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
MAPK1,TGFBR1,0.010835910898573244,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
CSNK2A1,ACTN1,0.008908435378964644,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
MAPK3,CSNK2B,0.015171631851802382,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
TJP1,NLK,0.01519244836706267,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
MET,SNAI2,0.0011185782137528443,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
WASL,IGF1R,0.006674313222977653,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
TGFBR1,LEF1,0.0010856689687784463,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
NECTIN1,PTPRJ,0.0005401923388154399,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
PTPN6,YES1,0.001139352456691492,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
WASF1,RAC2,0.002150360132255617,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
SSX2IP,WASF1,0.0006346846924626904,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
SNAI1,FGFR1,0.0019847053509147563,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
PTPRB,CSNK2A2,0.011622912730686805,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
RAC2,SMAD4,0.00020570593877642504,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
NECTIN2,CTNND1,0.02530692644809905,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
AFDN,BAIAP2,0.01314708595585329,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
ACTN4,RAC3,0.02326919667164576,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
WASF3,PTPN1,0.0033032724257820636,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
MAP3K7,NECTIN3,0.004921004694221946,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
LMO7,PTPRF,0.0008251018800837243,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
RAC1,WASF2,0.08185836484381086,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
LEF1,TGFBR2,0.0020474432080989508,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
IGF1R,WAS,0.004346213586996246,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
IQGAP1,CDC42,0.018977728825392563,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
SMAD4,CSNK2A1,0.004093003558928017,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
ERBB2,NECTIN2,0.0001298570162354785,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
PTPRF,NECTIN1,0.0014932762937644442,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
ACP1,VCL,0.019880770915095918,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
EGFR,TJP1,0.0010996441858570508,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
PARD3,FER,0.0019460378267979407,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
TCF7L2,FARP2,0.0076501617630592555,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
PTPRJ,PTPRB,6.635704175866069e-05,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
PTPRJ,CTNNA3,9.51442366184868e-05,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
FER,SORBS1,0.0032198720033635177,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
TCF7L1,WASF3,0.001939063999133431,Adherens junction,133733.7760623301,64,67,,,0.7247005471484201
